vertex count,edge count,wing count,junction count,supply count,exit count,supply cap,budget used,budget,budget percent,value collected,value total,seed,op count
200,396,2,2,50,2,5,2983,3515,35,98,156,31287,339590
200,396,2,2,50,2,5,5034,6025,60,125,156,31287,458917
300,594,3,4,50,2,5,3725,4403,35,80,143,31288,395757
300,594,3,4,50,2,5,6108,7547,60,104,143,31288,526806
400,792,4,6,50,2,5,8520,10152,35,86,161,31289,717243
400,792,4,6,50,2,5,14366,17403,60,116,161,31289,1021986
200,396,2,2,50,2,5,4006,4731,35,91,144,31290,448085
200,396,2,2,50,2,5,6537,8110,60,113,144,31290,586485
300,594,3,4,50,2,5,2327,2766,35,77,143,31291,311269
300,594,3,4,50,2,5,3994,4742,60,103,143,31291,447481
400,792,4,6,50,2,5,6758,8256,35,82,144,31292,553295
400,792,4,6,50,2,5,11868,14153,60,108,144,31292,803823
200,396,2,2,50,2,5,2617,3138,35,77,145,31293,301066
200,396,2,2,50,2,5,4590,5380,60,105,145,31293,422756
300,594,3,4,50,2,5,3924,4767,35,82,144,31294,333712
300,594,3,4,50,2,5,6744,8173,60,109,144,31294,437901
400,792,4,6,50,2,5,6007,7086,35,91,150,31295,566558
400,792,4,6,50,2,5,10281,12148,60,113,150,31295,754964
200,396,2,2,50,2,5,3005,3747,35,95,158,31296,356818
200,396,2,2,50,2,5,5223,6423,60,118,158,31296,491527
300,594,3,4,50,2,5,2199,2594,35,71,128,31297,254282
300,594,3,4,50,2,5,3785,4447,60,96,128,31297,338772
400,792,4,6,50,2,5,5832,6696,35,94,141,31298,598496
400,792,4,6,50,2,5,9607,11479,60,115,141,31298,776863
200,396,2,2,50,2,5,2696,3221,35,84,137,31299,311871
200,396,2,2,50,2,5,4605,5522,60,106,137,31299,415481
300,594,3,4,50,2,5,5864,6775,35,68,137,31300,529866
300,594,3,4,50,2,5,9692,11614,60,94,137,31300,733101
400,792,4,6,50,2,5,6014,7342,35,81,147,31301,580753
400,792,4,6,50,2,5,10242,12587,60,106,147,31301,836878
200,396,2,2,50,2,5,2893,3525,35,79,145,31302,330639
200,396,2,2,50,2,5,4867,6042,60,107,145,31302,462634
300,594,3,4,50,2,5,4120,4879,35,92,176,31303,337037
300,594,3,4,50,2,5,7140,8365,60,128,176,31303,450648
400,792,4,6,50,2,5,8798,10367,35,85,154,31304,614971
400,792,4,6,50,2,5,15124,17771,60,114,154,31304,855211
200,396,2,2,50,2,5,2958,3510,35,109,158,31305,370461
200,396,2,2,50,2,5,5070,6017,60,128,158,31305,478086
300,594,3,4,50,2,5,2854,3308,35,93,162,31306,344020
300,594,3,4,50,2,5,4678,5670,60,121,162,31306,431636
400,792,4,6,50,2,5,6491,7565,35,76,147,31307,427252
400,792,4,6,50,2,5,11174,12968,60,103,147,31307,605865
200,396,2,2,50,2,5,2328,2732,35,87,159,31308,299971
200,396,2,2,50,2,5,4022,4684,60,117,159,31308,411872
300,594,3,4,50,2,5,7394,8812,35,76,153,31309,537961
300,594,3,4,50,2,5,12616,15107,60,104,153,31309,800310
400,792,4,6,50,2,5,5820,6839,35,83,147,31310,440462
400,792,4,6,50,2,5,10074,11725,60,113,147,31310,617421
200,396,2,2,50,2,5,3087,3565,35,92,157,31311,366430
200,396,2,2,50,2,5,5132,6112,60,121,157,31311,473821
300,594,3,4,50,2,5,2115,2363,35,77,134,31312,269561
300,594,3,4,50,2,5,3482,4051,60,99,134,31312,322994
400,792,4,6,50,2,5,6976,7818,35,103,156,31313,624934
400,792,4,6,50,2,5,11467,13402,60,125,156,31313,886007
200,396,2,2,50,2,5,2516,2792,35,94,150,31314,300442
200,396,2,2,50,2,5,4151,4787,60,120,150,31314,398727
300,594,3,4,50,2,5,1967,2343,35,81,150,31315,280259
300,594,3,4,50,2,5,3411,4016,60,108,150,31315,368569
400,792,4,6,50,2,5,7351,8744,35,78,133,31316,566935
400,792,4,6,50,2,5,12350,14990,60,99,133,31316,791185
200,396,2,2,50,2,5,3148,3790,35,95,157,31317,392607
200,396,2,2,50,2,5,5202,6497,60,122,157,31317,536233
300,594,3,4,50,2,5,3452,4177,35,93,154,31318,402233
300,594,3,4,50,2,5,6041,7161,60,120,154,31318,573980
400,792,4,6,50,2,5,5467,6216,35,101,150,31319,505532
400,792,4,6,50,2,5,9026,10656,60,123,150,31319,649600
200,396,2,2,50,2,5,1774,2181,35,83,162,31320,257613
200,396,2,2,50,2,5,3192,3739,60,114,162,31320,355475
300,594,3,4,50,2,5,5783,7270,35,77,150,31321,450705
300,594,3,4,50,2,5,9670,12463,60,106,150,31321,636850
400,792,4,6,50,2,5,5178,6438,35,103,151,31322,504074
400,792,4,6,50,2,5,9154,11036,60,125,151,31322,685699
200,396,2,2,50,2,5,2488,2889,35,85,143,31323,290123
200,396,2,2,50,2,5,4102,4952,60,112,143,31323,364712
300,594,3,4,50,2,5,3844,4540,35,90,154,31324,381172
300,594,3,4,50,2,5,6901,7782,60,114,154,31324,545454
400,792,4,6,50,2,5,5247,6106,35,116,151,31325,542260
400,792,4,6,50,2,5,8961,10467,60,132,151,31325,677705
200,396,2,2,50,2,5,2213,2637,35,87,159,31326,282902
200,396,2,2,50,2,5,3772,4520,60,118,159,31326,400247
300,594,3,4,50,2,5,3617,4124,35,100,163,31327,394290
300,594,3,4,50,2,5,5943,7070,60,129,163,31327,476457
400,792,4,6,50,2,5,6010,6987,35,91,146,31328,565697
400,792,4,6,50,2,5,9865,11978,60,113,146,31328,759111
200,396,2,2,50,2,5,2923,3221,35,96,163,31329,340693
200,396,2,2,50,2,5,4831,5522,60,122,163,31329,444302
300,594,3,4,50,2,5,3471,3972,35,107,157,31330,412089
300,594,3,4,50,2,5,5588,6809,60,129,157,31330,516513
400,792,4,6,50,2,5,4461,5133,35,78,145,31331,439099
400,792,4,6,50,2,5,7371,8800,60,104,145,31331,627475
200,396,2,2,50,2,5,2049,2373,35,90,146,31332,276056
200,396,2,2,50,2,5,3561,4067,60,117,146,31332,372678
300,594,3,4,50,2,5,4814,5844,35,83,138,31333,415196
300,594,3,4,50,2,5,8230,10019,60,107,138,31333,562449
400,792,4,6,50,2,5,6207,6875,35,85,158,31334,473580
400,792,4,6,50,2,5,9933,11786,60,112,158,31334,578689
200,396,2,2,50,2,5,2536,2869,35,87,134,31335,309615
200,396,2,2,50,2,5,4048,4918,60,108,134,31335,390497
300,594,3,4,50,2,5,3374,3857,35,112,178,31336,402667
300,594,3,4,50,2,5,5654,6612,60,140,178,31336,509733
400,792,4,6,50,2,5,4724,5476,35,94,140,31337,471244
400,792,4,6,50,2,5,8181,9388,60,115,140,31337,593404
200,396,2,2,50,2,5,2887,3494,35,90,150,31338,325800
200,396,2,2,50,2,5,4895,5989,60,114,150,31338,417279
300,594,3,4,50,2,5,6021,7223,35,77,144,31339,569367
300,594,3,4,50,2,5,10110,12383,60,104,144,31339,818462
400,792,4,6,50,2,5,5082,5543,35,98,167,31340,523137
400,792,4,6,50,2,5,8246,9502,60,124,167,31340,669503
200,396,2,2,50,2,5,2829,3399,35,79,139,31341,310674
200,396,2,2,50,2,5,4893,5826,60,105,139,31341,432055
300,594,3,4,50,2,5,2122,2392,35,86,144,31342,301312
300,594,3,4,50,2,5,3558,4100,60,110,144,31342,365220
400,792,4,6,50,2,5,5439,6437,35,94,146,31343,521358
400,792,4,6,50,2,5,8762,11035,60,112,146,31343,655236
200,396,2,2,50,2,5,2373,2982,35,104,154,31344,306974
200,396,2,2,50,2,5,4126,5113,60,129,154,31344,394927
300,594,3,4,50,2,5,5554,6529,35,76,139,31345,406300
300,594,3,4,50,2,5,9133,11192,60,102,139,31345,525382
400,792,4,6,50,2,5,4108,4617,35,88,148,31346,441461
400,792,4,6,50,2,5,6774,7914,60,117,148,31346,590262
200,396,2,2,50,2,5,2580,2961,35,87,135,31347,308335
200,396,2,2,50,2,5,4294,5075,60,110,135,31347,419121
300,594,3,4,50,2,5,3522,4187,35,80,148,31348,312986
300,594,3,4,50,2,5,6119,7177,60,105,148,31348,406769
400,792,4,6,50,2,5,8620,11125,35,101,149,31349,632587
400,792,4,6,50,2,5,15544,19071,60,121,149,31349,938916
200,396,2,2,50,2,5,2414,2876,35,64,136,31350,296854
200,396,2,2,50,2,5,4150,4930,60,90,136,31350,411448
300,594,3,4,50,2,5,4445,5511,35,91,158,31351,375229
300,594,3,4,50,2,5,8006,9447,60,117,158,31351,487383
400,792,4,6,50,2,5,5512,6666,35,86,145,31352,507083
400,792,4,6,50,2,5,9316,11428,60,112,145,31352,678591
200,396,2,2,50,2,5,2287,2540,35,71,147,31353,279796
200,396,2,2,50,2,5,3704,4355,60,101,147,31353,355714
300,594,3,4,50,2,5,3196,3955,35,95,164,31354,414901
300,594,3,4,50,2,5,5500,6780,60,123,164,31354,542891
400,792,4,6,50,2,5,4522,5299,35,76,142,31355,430613
400,792,4,6,50,2,5,7764,9084,60,102,142,31355,545157
200,396,2,2,50,2,5,2814,3070,35,81,139,31356,333869
200,396,2,2,50,2,5,4607,5262,60,106,139,31356,421776
300,594,3,4,50,2,5,4337,5119,35,89,155,31357,504761
300,594,3,4,50,2,5,7164,8775,60,116,155,31357,647244
400,792,4,6,50,2,5,7139,8108,35,91,139,31358,564587
400,792,4,6,50,2,5,11902,13899,60,110,139,31358,742462
200,396,2,2,50,2,5,2279,2675,35,89,160,31359,270099
200,396,2,2,50,2,5,3885,4585,60,120,160,31359,360280
300,594,3,4,50,2,5,3257,3780,35,96,156,31360,374727
300,594,3,4,50,2,5,5540,6481,60,122,156,31360,528865
400,792,4,6,50,2,5,6163,7021,35,89,136,31361,399384
400,792,4,6,50,2,5,10445,12036,60,112,136,31361,527258
200,396,2,2,50,2,5,2473,2848,35,90,149,31362,295984
200,396,2,2,50,2,5,4243,4882,60,119,149,31362,377990
300,594,3,4,50,2,5,5362,6607,35,90,165,31363,459755
300,594,3,4,50,2,5,9729,11327,60,117,165,31363,687573
400,792,4,6,50,2,5,4295,5083,35,97,161,31364,411718
400,792,4,6,50,2,5,7219,8714,60,122,161,31364,533829
200,396,2,2,50,2,5,2019,2417,35,79,142,31365,254136
200,396,2,2,50,2,5,3405,4144,60,103,142,31365,305774
300,594,3,4,50,2,5,4778,6115,35,69,130,31366,413395
300,594,3,4,50,2,5,8154,10483,60,93,130,31366,562552
400,792,4,6,50,2,5,5662,6890,35,82,137,31367,428946
400,792,4,6,50,2,5,9844,11812,60,107,137,31367,575802
200,396,2,2,50,2,5,2681,3147,35,91,135,31368,312158
200,396,2,2,50,2,5,4592,5394,60,108,135,31368,416908
300,594,3,4,50,2,5,3756,4520,35,110,181,31369,447768
300,594,3,4,50,2,5,6284,7748,60,137,181,31369,562344
400,792,4,6,50,2,5,5965,7403,35,90,148,31370,526922
400,792,4,6,50,2,5,10181,12691,60,112,148,31370,742911
200,396,2,2,50,2,5,2898,3430,35,74,152,31371,353070
200,396,2,2,50,2,5,4924,5881,60,104,152,31371,460344
300,594,3,4,50,2,5,4673,5569,35,78,139,31372,429389
300,594,3,4,50,2,5,8019,9547,60,103,139,31372,584246
400,792,4,6,50,2,5,3632,4350,35,80,139,31373,351304
400,792,4,6,50,2,5,6260,7457,60,103,139,31373,469330
200,396,2,2,50,2,5,2186,2593,35,78,151,31374,286360
200,396,2,2,50,2,5,3753,4445,60,106,151,31374,402421
300,594,3,4,50,2,5,3541,3967,35,102,165,31375,393876
300,594,3,4,50,2,5,5847,6800,60,127,165,31375,531731
400,792,4,6,50,2,5,6524,8075,35,86,165,31376,619440
400,792,4,6,50,2,5,11303,13843,60,119,165,31376,860428
200,396,2,2,50,2,5,2888,3375,35,90,164,31377,346759
200,396,2,2,50,2,5,4962,5786,60,125,164,31377,471678
300,594,3,4,50,2,5,5899,7117,35,69,142,31378,415745
300,594,3,4,50,2,5,10024,12200,60,97,142,31378,582478
400,792,4,6,50,2,5,6239,7573,35,83,140,31379,530220
400,792,4,6,50,2,5,10893,12983,60,108,140,31379,697007
200,396,2,2,50,2,5,2241,2682,35,88,136,31380,285791
200,396,2,2,50,2,5,3855,4597,60,110,136,31380,372289
300,594,3,4,50,2,5,3921,4548,35,104,151,31381,388478
300,594,3,4,50,2,5,6329,7796,60,125,151,31381,492878
400,792,4,6,50,2,5,6156,7147,35,86,152,31382,504286
400,792,4,6,50,2,5,10395,12251,60,113,152,31382,663819
200,396,2,2,50,2,5,2970,3655,35,98,163,31383,346625
200,396,2,2,50,2,5,5416,6266,60,125,163,31383,511355
300,594,3,4,50,2,5,5493,6704,35,78,144,31384,495329
300,594,3,4,50,2,5,9395,11493,60,106,144,31384,718376
400,792,4,6,50,2,5,7805,9917,35,74,149,31385,687436
400,792,4,6,50,2,5,13698,17000,60,103,149,31385,1015953
200,396,2,2,50,2,5,2097,2382,35,92,140,31386,271572
200,396,2,2,50,2,5,3557,4084,60,113,140,31386,329018
300,594,3,4,50,2,5,4896,5909,35,102,156,31387,511478
300,594,3,4,50,2,5,8568,10130,60,126,156,31387,720269
400,792,4,6,50,2,5,4784,5655,35,84,158,31388,405262
400,792,4,6,50,2,5,8354,9694,60,118,158,31388,532151
200,396,2,2,50,2,5,3369,4063,35,90,150,31389,365943
200,396,2,2,50,2,5,5980,6965,60,114,150,31389,529707
300,594,3,4,50,2,5,4455,5554,35,92,146,31390,453420
300,594,3,4,50,2,5,7984,9521,60,113,146,31390,648453
400,792,4,6,50,2,5,6511,7618,35,80,146,31391,484680
400,792,4,6,50,2,5,11006,13060,60,103,146,31391,656303
200,396,2,2,50,2,5,2278,2897,35,81,140,31392,316897
200,396,2,2,50,2,5,4065,4966,60,105,140,31392,427344
300,594,3,4,50,2,5,5301,6077,35,75,162,31393,382721
300,594,3,4,50,2,5,8572,10418,60,107,162,31393,506836
400,792,4,6,50,2,5,5124,5955,35,94,154,31394,451257
400,792,4,6,50,2,5,8688,10208,60,120,154,31394,588067
200,396,2,2,50,2,5,2632,3007,35,91,145,31395,317211
200,396,2,2,50,2,5,4461,5155,60,118,145,31395,418632
300,594,3,4,50,2,5,2504,2868,35,83,141,31396,339698
300,594,3,4,50,2,5,4131,4916,60,104,141,31396,476204
400,792,4,6,50,2,5,6430,7807,35,77,141,31397,490565
400,792,4,6,50,2,5,10829,13384,60,105,141,31397,678436
200,396,2,2,50,2,5,3852,4654,35,90,152,31398,404802
200,396,2,2,50,2,5,6523,7979,60,116,152,31398,552013
300,594,3,4,50,2,5,5935,6699,35,70,142,31399,463329
300,594,3,4,50,2,5,9959,11484,60,97,142,31399,643042
400,792,4,6,50,2,5,6709,8117,35,84,147,31400,478593
400,792,4,6,50,2,5,11445,13914,60,108,147,31400,660973
200,396,2,2,50,2,5,2237,2648,35,78,165,31401,294536
200,396,2,2,50,2,5,3818,4540,60,108,165,31401,383258
300,594,3,4,50,2,5,2013,2476,35,85,147,31402,276249
300,594,3,4,50,2,5,3600,4244,60,115,147,31402,409624
400,792,4,6,50,2,5,3394,3986,35,90,149,31403,427099
400,792,4,6,50,2,5,5456,6833,60,115,149,31403,560955
200,396,2,2,50,2,5,2452,2932,35,100,161,31404,336668
200,396,2,2,50,2,5,4221,5027,60,127,161,31404,446263
300,594,3,4,50,2,5,5495,6486,35,82,153,31405,388278
300,594,3,4,50,2,5,9159,11119,60,109,153,31405,539608
400,792,4,6,50,2,5,6092,7197,35,100,139,31406,567868
400,792,4,6,50,2,5,10208,12338,60,118,139,31406,822270
200,396,2,2,50,2,5,2471,2928,35,82,159,31407,331636
200,396,2,2,50,2,5,4262,5020,60,109,159,31407,448312
300,594,3,4,50,2,5,3759,4468,35,78,141,31408,374839
300,594,3,4,50,2,5,6595,7660,60,103,141,31408,517981
400,792,4,6,50,2,5,6760,7591,35,89,157,31409,475607
400,792,4,6,50,2,5,10619,13013,60,119,157,31409,661343
200,396,2,2,50,2,5,2750,3443,35,90,153,31410,350037
200,396,2,2,50,2,5,4734,5902,60,117,153,31410,464628
300,594,3,4,50,2,5,4492,5248,35,80,144,31411,358356
300,594,3,4,50,2,5,7469,8996,60,108,144,31411,474284
400,792,4,6,50,2,5,7525,9116,35,89,172,31412,613530
400,792,4,6,50,2,5,13193,15628,60,125,172,31412,896771
200,396,2,2,50,2,5,2951,3537,35,91,151,31413,371253
200,396,2,2,50,2,5,5087,6063,60,116,151,31413,504505
300,594,3,4,50,2,5,2267,2715,35,85,149,31414,291221
300,594,3,4,50,2,5,3787,4654,60,110,149,31414,375749
400,792,4,6,50,2,5,5127,6038,35,80,138,31415,515598
400,792,4,6,50,2,5,8479,10351,60,101,138,31415,675155
200,396,2,2,50,2,5,2893,3480,35,81,144,31416,349961
200,396,2,2,50,2,5,5088,5966,60,103,144,31416,488371
300,594,3,4,50,2,5,4427,5454,35,102,159,31417,433081
300,594,3,4,50,2,5,7612,9350,60,124,159,31417,603818
400,792,4,6,50,2,5,5314,6458,35,80,143,31418,551809
400,792,4,6,50,2,5,8902,11071,60,108,143,31418,737515
200,396,2,2,50,2,5,3997,4437,35,80,145,31419,438822
200,396,2,2,50,2,5,6463,7606,60,104,145,31419,554032
300,594,3,4,50,2,5,6025,7179,35,90,155,31420,485479
300,594,3,4,50,2,5,9940,12307,60,121,155,31420,642552
400,792,4,6,50,2,5,6102,7424,35,90,149,31421,501905
400,792,4,6,50,2,5,10574,12727,60,115,149,31421,663469
200,396,2,2,50,2,5,2676,3336,35,80,134,31422,331631
200,396,2,2,50,2,5,4704,5719,60,102,134,31422,456486
300,594,3,4,50,2,5,4792,5858,35,105,162,31423,526625
300,594,3,4,50,2,5,8009,10042,60,129,162,31423,689853
400,792,4,6,50,2,5,5206,6357,35,77,140,31424,537315
400,792,4,6,50,2,5,9013,10898,60,102,140,31424,737019
200,396,2,2,50,2,5,2400,2732,35,96,153,31425,322439
200,396,2,2,50,2,5,4150,4684,60,127,153,31425,430473
300,594,3,4,50,2,5,4748,5536,35,86,143,31426,521761
300,594,3,4,50,2,5,7844,9490,60,109,143,31426,690499
400,792,4,6,50,2,5,5631,6790,35,101,157,31427,508853
400,792,4,6,50,2,5,9517,11641,60,125,157,31427,655365
200,396,2,2,50,2,5,3168,3811,35,93,175,31428,406815
200,396,2,2,50,2,5,5189,6533,60,126,175,31428,522796
300,594,3,4,50,2,5,3789,4484,35,87,151,31429,393453
300,594,3,4,50,2,5,6357,7687,60,116,151,31429,544110
400,792,4,6,50,2,5,6597,7252,35,86,152,31430,571837
400,792,4,6,50,2,5,10802,12432,60,111,152,31430,726107
200,396,2,2,50,2,5,2996,3431,35,88,148,31431,331945
200,396,2,2,50,2,5,5079,5882,60,113,148,31431,452051
300,594,3,4,50,2,5,5936,7234,35,80,161,31432,457424
300,594,3,4,50,2,5,10806,12401,60,108,161,31432,670729
400,792,4,6,50,2,5,5420,6695,35,103,141,31433,504514
400,792,4,6,50,2,5,9318,11477,60,119,141,31433,693153
200,396,2,2,50,2,5,2124,2589,35,78,134,31434,273872
200,396,2,2,50,2,5,3719,4439,60,103,134,31434,351000
300,594,3,4,50,2,5,6023,7400,35,67,154,31435,531517
300,594,3,4,50,2,5,10755,12686,60,98,154,31435,832026
400,792,4,6,50,2,5,5519,6524,35,91,151,31436,580689
400,792,4,6,50,2,5,9281,11185,60,116,151,31436,778679
200,396,2,2,50,2,5,3724,4458,35,99,161,31437,459740
200,396,2,2,50,2,5,6406,7642,60,123,161,31437,602064
300,594,3,4,50,2,5,4368,5008,35,99,157,31438,354909
300,594,3,4,50,2,5,7024,8585,60,125,157,31438,457522
400,792,4,6,50,2,5,5138,6046,35,77,133,31439,457858
400,792,4,6,50,2,5,8463,10364,60,99,133,31439,576096
200,396,2,2,50,2,5,3433,4205,35,90,149,31440,386649
200,396,2,2,50,2,5,6055,7209,60,115,149,31440,567808
300,594,3,4,50,2,5,3242,4024,35,106,156,31441,369692
300,594,3,4,50,2,5,5627,6899,60,129,156,31441,479888
400,792,4,6,50,2,5,7254,8646,35,71,127,31442,532722
400,792,4,6,50,2,5,12420,14822,60,95,127,31442,721788
200,396,2,2,50,2,5,2201,2646,35,99,142,31443,262586
200,396,2,2,50,2,5,3905,4535,60,120,142,31443,348832
300,594,3,4,50,2,5,3612,4317,35,95,153,31444,388125
300,594,3,4,50,2,5,6296,7400,60,118,153,31444,519309
400,792,4,6,50,2,5,4777,5842,35,84,148,31445,457385
400,792,4,6,50,2,5,7854,10015,60,106,148,31445,597045
200,396,2,2,50,2,5,3681,4317,35,104,160,31446,414775
200,396,2,2,50,2,5,6238,7401,60,128,160,31446,559233
300,594,3,4,50,2,5,4109,4917,35,89,151,31447,463461
300,594,3,4,50,2,5,6971,8429,60,112,151,31447,610013
400,792,4,6,50,2,5,3781,4213,35,80,137,31448,393240
400,792,4,6,50,2,5,6248,7222,60,106,137,31448,495101
200,396,2,2,50,2,5,2308,2737,35,87,155,31449,331527
200,396,2,2,50,2,5,3847,4692,60,114,155,31449,413132
300,594,3,4,50,2,5,4351,5016,35,85,142,31450,437192
300,594,3,4,50,2,5,7117,8599,60,108,142,31450,616093
400,792,4,6,50,2,5,6020,6951,35,86,135,31451,490615
400,792,4,6,50,2,5,10056,11917,60,105,135,31451,659518
200,396,2,2,50,2,5,3018,3528,35,86,143,31452,335078
200,396,2,2,50,2,5,5150,6049,60,110,143,31452,459166
300,594,3,4,50,2,5,5041,5940,35,100,157,31453,504672
300,594,3,4,50,2,5,8503,10182,60,121,157,31453,681251
400,792,4,6,50,2,5,5014,5895,35,80,133,31454,415037
400,792,4,6,50,2,5,8627,10106,60,102,133,31454,575533
200,396,2,2,50,2,5,2426,2863,35,86,131,31455,307918
200,396,2,2,50,2,5,4086,4907,60,107,131,31455,409887
300,594,3,4,50,2,5,6611,7841,35,85,167,31456,606426
300,594,3,4,50,2,5,10866,13442,60,119,167,31456,834087
400,792,4,6,50,2,5,4243,4809,35,82,142,31457,453606
400,792,4,6,50,2,5,7024,8243,60,106,142,31457,616786
200,396,2,2,50,2,5,3571,3988,35,88,153,31458,384948
200,396,2,2,50,2,5,5928,6837,60,113,153,31458,548904
300,594,3,4,50,2,5,3486,4076,35,76,133,31459,383050
300,594,3,4,50,2,5,5944,6988,60,103,133,31459,497507
400,792,4,6,50,2,5,4055,4450,35,99,152,31460,429888
400,792,4,6,50,2,5,6882,7629,60,124,152,31460,564606
200,396,2,2,50,2,5,2064,2478,35,81,149,31461,276837
200,396,2,2,50,2,5,3627,4249,60,110,149,31461,368029
300,594,3,4,50,2,5,4632,5608,35,70,132,31462,402439
300,594,3,4,50,2,5,8004,9614,60,92,132,31462,553942
400,792,4,6,50,2,5,4912,5848,35,85,146,31463,505829
400,792,4,6,50,2,5,7922,10025,60,109,146,31463,653920
200,396,2,2,50,2,5,3144,3787,35,88,155,31464,363186
200,396,2,2,50,2,5,5358,6491,60,115,155,31464,512100
300,594,3,4,50,2,5,2085,2286,35,85,144,31465,279094
300,594,3,4,50,2,5,3342,3919,60,114,144,31465,366454
400,792,4,6,50,2,5,4094,4586,35,87,133,31466,465049
400,792,4,6,50,2,5,6767,7861,60,105,133,31466,571759
200,396,2,2,50,2,5,2899,3465,35,100,168,31467,348956
200,396,2,2,50,2,5,5017,5940,60,128,168,31467,481729
300,594,3,4,50,2,5,2543,3056,35,89,156,31468,324896
300,594,3,4,50,2,5,4271,5239,60,115,156,31468,419388
400,792,4,6,50,2,5,6273,7897,35,92,141,31469,541063
400,792,4,6,50,2,5,11041,13538,60,111,141,31469,777621
200,396,2,2,50,2,5,3298,3930,35,87,149,31470,384394
200,396,2,2,50,2,5,5414,6737,60,113,149,31470,500170
300,594,3,4,50,2,5,4744,5954,35,82,130,31471,422022
300,594,3,4,50,2,5,8348,10207,60,104,130,31471,557274
400,792,4,6,50,2,5,4183,4948,35,97,158,31472,433695
400,792,4,6,50,2,5,7310,8482,60,122,158,31472,627886
200,396,2,2,50,2,5,3588,4270,35,85,151,31473,392418
200,396,2,2,50,2,5,6206,7321,60,111,151,31473,576349
300,594,3,4,50,2,5,3977,4767,35,79,151,31474,373361
300,594,3,4,50,2,5,7060,8171,60,106,151,31474,490762
400,792,4,6,50,2,5,3043,3479,35,82,151,31475,369976
400,792,4,6,50,2,5,5424,5965,60,111,151,31475,509637
200,396,2,2,50,2,5,2650,3405,35,94,152,31476,341061
200,396,2,2,50,2,5,4562,5837,60,118,152,31476,464912
300,594,3,4,50,2,5,6224,8012,35,83,150,31477,552767
300,594,3,4,50,2,5,10663,13735,60,107,150,31477,809895
400,792,4,6,50,2,5,2883,3401,35,81,158,31478,368315
400,792,4,6,50,2,5,4835,5830,60,112,158,31478,465006
200,396,2,2,50,2,5,2374,2660,35,98,157,31479,284057
200,396,2,2,50,2,5,4020,4559,60,134,157,31479,391928
300,594,3,4,50,2,5,5338,6375,35,82,161,31480,469234
300,594,3,4,50,2,5,8916,10928,60,113,161,31480,646533
400,792,4,6,50,2,5,6440,7789,35,90,141,31481,487227
400,792,4,6,50,2,5,11252,13353,60,114,141,31481,638251
200,396,2,2,50,2,5,2419,2812,35,87,164,31482,300096
200,396,2,2,50,2,5,4168,4820,60,119,164,31482,409129
300,594,3,4,50,2,5,2224,2491,35,78,133,31483,280077
300,594,3,4,50,2,5,3702,4270,60,101,133,31483,383287
400,792,4,6,50,2,5,6029,7404,35,96,147,31484,509509
400,792,4,6,50,2,5,10068,12692,60,120,147,31484,686927
200,396,2,2,50,2,5,2981,3353,35,86,150,31485,325511
200,396,2,2,50,2,5,4933,5747,60,114,150,31485,432243
300,594,3,4,50,2,5,3037,3607,35,87,161,31486,380979
300,594,3,4,50,2,5,5285,6184,60,115,161,31486,506171
400,792,4,6,50,2,5,7527,9250,35,87,146,31487,657131
400,792,4,6,50,2,5,12661,15857,60,107,146,31487,868549
200,396,2,2,50,2,5,2385,2879,35,81,151,31488,292787
200,396,2,2,50,2,5,4122,4936,60,107,151,31488,389666
300,594,3,4,50,2,5,5242,6117,35,98,169,31489,403144
300,594,3,4,50,2,5,9207,10486,60,124,169,31489,560803
400,792,4,6,50,2,5,5234,5853,35,98,150,31490,508107
400,792,4,6,50,2,5,8424,10033,60,117,150,31490,624561
200,396,2,2,50,2,5,3181,3833,35,98,164,31491,387310
200,396,2,2,50,2,5,5497,6571,60,129,164,31491,546328
300,594,3,4,50,2,5,7088,8554,35,76,145,31492,627765
300,594,3,4,50,2,5,12160,14664,60,106,145,31492,879859
400,792,4,6,50,2,5,4686,5552,35,87,150,31493,398704
400,792,4,6,50,2,5,7978,9518,60,114,150,31493,538236
200,396,2,2,50,2,5,2600,3042,35,91,158,31494,299956
200,396,2,2,50,2,5,4479,5214,60,118,158,31494,403044
300,594,3,4,50,2,5,3166,3706,35,83,149,31495,367026
300,594,3,4,50,2,5,5119,6353,60,108,149,31495,503945
400,792,4,6,50,2,5,7745,9314,35,82,154,31496,612076
400,792,4,6,50,2,5,13183,15967,60,115,154,31496,854245
200,396,2,2,50,2,5,2151,2403,35,77,140,31497,282126
200,396,2,2,50,2,5,3509,4120,60,105,140,31497,349587
300,594,3,4,50,2,5,4996,5758,35,84,153,31498,463713
300,594,3,4,50,2,5,8233,9871,60,109,153,31498,588208
400,792,4,6,50,2,5,5775,6776,35,87,145,31499,509717
400,792,4,6,50,2,5,9732,11616,60,112,145,31499,650103
200,396,2,2,50,2,5,2944,3530,35,86,154,31500,343156
200,396,2,2,50,2,5,5117,6052,60,115,154,31500,487863
300,594,3,4,50,2,5,4596,5417,35,80,147,31501,440001
300,594,3,4,50,2,5,7623,9287,60,106,147,31501,582588
400,792,4,6,50,2,5,7419,8925,35,95,157,31502,562883
400,792,4,6,50,2,5,12847,15300,60,116,157,31502,783540
200,396,2,2,50,2,5,2965,3513,35,86,133,31503,304949
200,396,2,2,50,2,5,5018,6023,60,107,133,31503,415915
300,594,3,4,50,2,5,5203,6542,35,90,182,31504,474564
